Firstname,Lastname,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Year,Category,Prize_Share,Motivation,Birth_Year,Age
Fridtjof,Nansen,male,1861-10-10,Norway,Kristiania (now Oslo),NO,13/05/1930,Norway,Oslo,NO,,,,1922,peace,1,"""for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees""",1861.0,61.0
Francis W.,Aston,male,1877-09-01,United Kingdom,Harborne,GB,20/11/1945,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1922,chemistry,1,"""for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule""",1877.0,45.0
Otto,Meyerhof,male,1884-04-12,Germany,Hanover,DE,06/10/1951,USA,Philadelphia PA,US,Kiel University,Kiel,Germany,1922,medicine,2,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1884.0,38.0
Jacinto,Benavente,male,1866-08-12,Spain,Madrid,ES,14/07/1954,Spain,Madrid,ES,,,,1922,literature,1,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1866.0,56.0
Archibald V.,Hill,male,1886-09-26,United Kingdom,Bristol,GB,03/06/1977,United Kingdom,Cambridge,GB,London University,London,United Kingdom,1922,medicine,2,"""for his discovery relating to the production of heat in the muscle""",1886.0,36.0
Frederick G.,Banting,male,1891-11-14,Canada,Alliston,CA,21/02/1941,Canada,Newfoundland,CA,University of Toronto,Toronto,Canada,1923,medicine,2,"""for the discovery of insulin""",1891.0,32.0
John,Macleod,male,1876-09-06,Scotland,Cluny,GB,16/03/1935,Scotland,Aberdeen,GB,University of Toronto,Toronto,Canada,1923,medicine,2,"""for the discovery of insulin""",1876.0,47.0
Robert A.,Millikan,male,1868-03-22,USA,Morrison IL,US,19/12/1953,USA,San Marino CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1923,physics,1,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1868.0,55.0
Fritz,Pregl,male,1869-09-03,Austria-Hungary (now Slovenia),Laibach (now Ljubljana),SI,13/12/1930,Austria,Graz,AT,Graz University,Graz,Austria,1923,chemistry,1,"""for his invention of the method of micro-analysis of organic substances""",1869.0,54.0
William Butler,Yeats,male,1865-06-13,Ireland,Dublin,IE,28/01/1939,France,Roquebrune-Cap-Martin,FR,,,,1923,literature,1,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",1865.0,58.0
Wladyslaw,Reymont,male,1867-05-07,Russian Empire (now Poland),Kobiele Wielkie,PL,05/12/1925,Poland,Warsaw,PL,,,,1924,literature,1,"""for his great national epic <I>The Peasants</I>""",1867.0,57.0
Willem,Einthoven,male,1860-05-21,Java Dutch East Indies (now Indonesia),Semarang,ID,29/09/1927,the Netherlands,Leiden,NL,Leiden University,Leiden,the Netherlands,1924,medicine,1,"""for his discovery of the mechanism of the electrocardiogram""",1860.0,64.0
Manne,Siegbahn,male,1886-12-03,Sweden,Örebro,SE,26/09/1978,Sweden,Stockholm,SE,Uppsala University,Uppsala,Sweden,1924,physics,1,"""for his discoveries and research in the field of X-ray spectroscopy""",1886.0,38.0
James,Franck,male,1882-08-26,Germany,Hamburg,DE,21/05/1964,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1925,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",1882.0,43.0
Gustav,Hertz,male,1887-07-22,Germany,Hamburg,DE,30/10/1975,East Germany (now Germany),Berlin,DE,Halle University,Halle,Germany,1925,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",1887.0,38.0
Sir Austen,Chamberlain,male,1863-10-16,United Kingdom,Birmingham,GB,16/03/1937,United Kingdom,London,GB,,,,1925,peace,2,"""for his crucial role in bringing about the Locarno Treaty""",1863.0,62.0
Charles G.,Dawes,male,1865-08-27,USA,Marietta OH,US,23/04/1951,USA,Evanston IL,US,,,,1925,peace,2,"""for his crucial role in bringing about the Dawes Plan""",1865.0,60.0
Richard,Zsigmondy,male,1865-04-01,Austrian Empire (now Austria),Vienna,AT,24/09/1929,Germany,Göttingen,DE,Goettingen University,Göttingen,Germany,1925,chemistry,1,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",1865.0,60.0
George Bernard,Shaw,male,1856-07-26,Ireland,Dublin,IE,02/11/1950,United Kingdom,Ayot St. Lawrence,GB,,,,1925,literature,1,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",1856.0,69.0
Gustav,Stresemann,male,1878-05-10,Germany,Berlin,DE,03/10/1929,Germany,Berlin,DE,,,,1926,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",1878.0,48.0
Aristide,Briand,male,1862-03-28,France,Nantes,FR,07/03/1932,France,Paris,FR,,,,1926,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",1862.0,64.0
Grazia,Deledda,female,1871-09-27,Italy,Nuoro Sardinia,IT,15/08/1936,Italy,Rome,IT,,,,1926,literature,1,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1871.0,55.0
Johannes,Fibiger,male,1867-04-23,Denmark,Silkeborg,DK,30/01/1928,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark,1926,medicine,1,"""for his discovery of the Spiroptera carcinoma""",1867.0,59.0
Jean Baptiste,Perrin,male,1870-09-30,France,Lille,FR,17/04/1942,USA,New York NY,US,Sorbonne University,Paris,France,1926,physics,1,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",1870.0,56.0
The,Svedberg,male,1884-08-30,Sweden,Fleräng,SE,25/02/1971,Sweden,Örebro,SE,Uppsala University,Uppsala,Sweden,1926,chemistry,1,"""for his work on disperse systems""",1884.0,42.0
Henri,Bergson,male,1859-10-18,France,Paris,FR,04/01/1941,France,Paris,FR,,,,1927,literature,1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1859.0,68.0
Ludwig,Quidde,male,1858-03-23,Germany,Bremen,DE,04/03/1941,Switzerland,Geneva,CH,,,,1927,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",1858.0,69.0
Arthur H.,Compton,male,1892-09-10,USA,Wooster OH,US,15/03/1962,USA,Berkeley CA,US,University of Chicago,Chicago IL,USA,1927,physics,2,"""for his discovery of the effect named after him""",1892.0,35.0
C.T.R.,Wilson,male,1869-02-14,Scotland,Glencorse,GB,15/11/1959,Scotland,Carlops,GB,University of Cambridge,Cambridge,United Kingdom,1927,physics,2,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1869.0,58.0
Julius,Wagner-Jauregg,male,1857-03-07,Austria,Wels,AT,27/09/1940,Austria,Vienna,AT,Vienna University,Vienna,Austria,1927,medicine,1,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1857.0,70.0
Heinrich,Wieland,male,1877-06-04,Germany,Pforzheim,DE,05/08/1957,West Germany (now Germany),Munich,DE,Munich University,Munich,Germany,1927,chemistry,1,"""for his investigations of the constitution of the bile acids and related substances""",1877.0,50.0
Ferdinand,Buisson,male,1841-12-20,France,Paris,FR,16/02/1932,France,Thieuloy-Saint-Antoine,FR,,,,1927,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",1841.0,86.0
Charles,Nicolle,male,1866-09-21,France,Rouen,FR,28/02/1936,Tunisia,Tunis,TN,Institut Pasteur,Tunis,Tunisia,1928,medicine,1,"""for his work on typhus""",1866.0,62.0
Adolf,Windaus,male,1876-12-25,Germany,Berlin,DE,09/06/1959,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1928,chemistry,1,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1876.0,52.0
Owen Willans,Richardson,male,1879-04-26,United Kingdom,Dewsbury,GB,15/02/1959,United Kingdom,Alton,GB,London University,London,United Kingdom,1928,physics,1,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1879.0,49.0
Sigrid,Undset,female,1882-05-20,Denmark,Kalundborg,DK,10/06/1949,Norway,Lillehammer,NO,,,,1928,literature,1,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1882.0,46.0
Arthur,Harden,male,1865-10-12,United Kingdom,Manchester,GB,17/06/1940,United Kingdom,Bourne,GB,London University,London,United Kingdom,1929,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1865.0,64.0
Hans,von Euler-Chelpin,male,1873-02-15,Germany,Augsburg,DE,06/11/1964,Sweden,Stockholm,SE,Stockholm University,Stockholm,Sweden,1929,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1873.0,56.0
Christiaan,Eijkman,male,1858-08-11,the Netherlands,Nijkerk,NL,05/11/1930,the Netherlands,Utrecht,NL,Utrecht University,Utrecht,the Netherlands,1929,medicine,2,"""for his discovery of the antineuritic vitamin""",1858.0,71.0
Louis,de Broglie,male,1892-08-15,France,Dieppe,FR,19/03/1987,France,Paris,FR,Sorbonne University Institut Henri Poincaré,Paris,France,1929,physics,1,"""for his discovery of the wave nature of electrons""",1892.0,37.0
Thomas,Mann,male,1875-06-06,Germany,Lübeck,DE,12/08/1955,Switzerland,Zurich,CH,,,,1929,literature,1,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",1875.0,54.0
Sir Frederick,Hopkins,male,1861-06-20,United Kingdom,Eastbourne,GB,16/05/1947,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1929,medicine,2,"""for his discovery of the growth-stimulating vitamins""",1861.0,68.0
Frank B.,Kellogg,male,1856-12-22,USA,Potsdam NY,US,21/12/1937,USA,St. Paul MN,US,,,,1929,peace,1,"""for his crucial role in bringing about the Briand-Kellogg Pact""",1856.0,73.0
Sinclair,Lewis,male,1885-02-07,USA,Sauk Centre MN,US,10/01/1951,Italy,Rome,IT,,,,1930,literature,1,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",1885.0,45.0
Karl,Landsteiner,male,1868-06-14,Austrian Empire (now Austria),Vienna,AT,26/06/1943,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA,1930,medicine,1,"""for his discovery of human blood groups""",1868.0,62.0
Hans,Fischer,male,1881-07-27,Germany,Hoechst,DE,31/03/1945,Germany,Munich,DE,Technische Hochschule (Institute of Technology),Munich,Germany,1930,chemistry,1,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1881.0,49.0
Nathan,Söderblom,male,1866-01-15,Sweden,Trönö,SE,12/07/1931,Sweden,Uppsala,SE,,,,1930,peace,1,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",1866.0,64.0
Sir Chandrasekhara Venkata,Raman,male,1888-11-07,India,Tiruchirappalli,IN,21/11/1970,India,Bangalore,IN,Calcutta University,Calcutta,India,1930,physics,1,"""for his work on the scattering of light and for the discovery of the effect named after him""",1888.0,42.0
Otto,Warburg,male,1883-10-08,Germany,Freiburg im Breisgau,DE,01/08/1970,West Germany (now Germany),West Berlin,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1931,medicine,1,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1883.0,48.0
Carl,Bosch,male,1874-08-27,Germany,Cologne,DE,26/04/1940,Germany,Heidelberg,DE,University of Heidelberg,Heidelberg,Germany,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1874.0,57.0
Friedrich,Bergius,male,1884-10-11,Germany (now Poland),Goldschmieden near Breslau,PL,30/03/1949,Argentina,Buenos Aires,AR,University of Heidelberg,Heidelberg,Germany,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1884.0,47.0
Erik Axel,Karlfeldt,male,1864-07-20,Sweden,Karlbo,SE,08/04/1931,Sweden,Stockholm,SE,,,,1931,literature,1,"""The poetry of Erik Axel Karlfeldt""",1864.0,67.0
Jane,Addams,female,1860-09-06,USA,Cedarville IL,US,21/05/1935,USA,Chicago IL,US,,,,1931,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",1860.0,71.0
Nicholas Murray,Butler,male,1862-04-02,USA,Elizabeth NJ,US,07/12/1947,USA,New York NY,US,Columbia University,New York NY,USA,1931,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",1862.0,69.0
Edgar,Adrian,male,1889-11-30,United Kingdom,London,GB,08/08/1977,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1932,medicine,2,"""for their discoveries regarding the functions of neurons""",1889.0,43.0
Sir Charles,Sherrington,male,1857-11-27,United Kingdom,London,GB,04/03/1952,United Kingdom,Eastbourne,GB,University of Oxford,Oxford,United Kingdom,1932,medicine,2,"""for their discoveries regarding the functions of neurons""",1857.0,75.0
Werner,Heisenberg,male,05/12/1901,Germany,Würzburg,DE,01/02/1976,West Germany (now Germany),Munich,DE,Leipzig University,Leipzig,Germany,1932,physics,1,"""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen""",,
John,Galsworthy,male,1867-08-14,United Kingdom,Kingston Hill,GB,31/01/1933,United Kingdom,London,GB,,,,1932,literature,1,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1867.0,65.0
Irving,Langmuir,male,1881-01-31,USA,Brooklyn NY,US,16/08/1957,USA,Falmouth MA,US,General Electric Company,Schenectady NY,USA,1932,chemistry,1,"""for his discoveries and investigations in surface chemistry""",1881.0,51.0
Paul A.M.,Dirac,male,08/08/1902,United Kingdom,Bristol,GB,20/10/1984,USA,Tallahassee FL,US,University of Cambridge,Cambridge,United Kingdom,1933,physics,2,"""for the discovery of new productive forms of atomic theory""",,
Erwin,Schrödinger,male,1887-08-12,Austria,Vienna,AT,04/01/1961,Austria,Vienna,AT,Berlin University,Berlin,Germany,1933,physics,2,"""for the discovery of new productive forms of atomic theory""",1887.0,46.0
